Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,CategoryTree,Product Name,Sales,Quantity,Discount,Profit
2295,CA-2017-127929,12/23/2017,12/27/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,FUR-FU-10003708,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,0,38.2095
208,CA-2017-135860,12/1/2017,12/7/2017,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,TEC-PH-10001700,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.6346
6196,CA-2017-113453,10/21/2017,10/28/2017,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004165,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Mitel MiVoice 5330e IP Phone,329.988,2,0.4,-76.9972
2592,US-2016-115455,9/8/2016,9/14/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-TA-10003569,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Bretford CR8500 Series Meeting Room Furniture,601.47,3,0.5,-300.735
1258,US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001575,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Linen Binding Covers,27.882,3,0.7,-20.4468
3480,CA-2016-131289,12/8/2016,12/14/2016,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003363,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 204,45.36,7,0,21.7728
9151,US-2014-157070,6/1/2014,6/6/2014,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Detroit,Michigan,48234,Central,OFF-AP-10004859,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Acco 6 Outlet Guardian Premium Surge Suppressor,65.52,5,0.1,12.376
8799,US-2016-150140,4/6/2016,4/10/2016,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Burlington,Vermont,5408,East,TEC-PH-10002555,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Nortel Meridian M5316 Digital phone,1294.75,5,0,336.635
4014,CA-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0,152.0232
7276,CA-2015-144519,11/13/2015,11/17/2015,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Helena,Montana,59601,West,FUR-FU-10000794,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Eldon Stackable Tray, Side-Load, Legal, Smoke",63.98,7,0,21.7532
3342,CA-2016-145982,8/27/2016,9/1/2016,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10000675,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1919,122.97,3,0,60.2553
661,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765
509,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10001228,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Personal File Boxes with Fold-Down Carry Handle,46.74,3,0,11.685
5843,CA-2015-126725,11/17/2015,11/21/2015,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-ST-10001418,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Carina Media Storage Towers in Natural & Black,304.9,5,0,6.098
6473,CA-2014-151897,6/6/2014,6/10/2014,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Houston,Texas,77070,Central,OFF-LA-10001074,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Round Specialty Laser Printer Labels,100.24,10,0.2,33.831
5359,CA-2014-150490,8/5/2014,8/11/2014,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000321,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Akro Stacking Bins,15.78,2,0,0.6312
609,US-2014-105767,5/23/2014,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Newell 317,21.168,9,0.2,2.3814
38,CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Envelopes'}","#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415
930,CA-2017-144932,4/14/2017,4/17/2017,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,OFF-AR-10003560,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Zebra Zazzle Fluorescent Highlighters,14.592,3,0.2,2.5536
6313,CA-2017-120019,2/16/2017,2/21/2017,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,6824,East,OFF-ST-10001932,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Fellowes Staxonsteel Drawer Files,579.51,3,0,81.1314
7565,US-2016-166660,1/30/2016,2/1/2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10001190,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}",Global Deluxe High-Back Office Chair in Storm,435.168,4,0.2,-59.8356
3275,CA-2017-116358,11/2/2017,11/6/2017,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-FA-10003495,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Fasteners'}",Staples,18.24,3,0,9.12
4305,CA-2014-162278,10/26/2014,10/30/2014,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000448,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Tenex Chairmats For Use With Carpeted Floors,63.92,4,0,3.196
7184,CA-2017-128853,4/21/2017,4/23/2017,First Class,JM-15250,Janet Martin,Consumer,United States,Baltimore,Maryland,21215,East,FUR-CH-10004218,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}","Global Fabric Manager's Chair, Dark Gray",908.82,9,0,227.205
8997,US-2017-116491,11/11/2017,11/13/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,Dallas,Texas,75081,Central,TEC-PH-10004531,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",OtterBox Commuter Series Case - iPhone 5 & 5s,35.184,2,0.2,12.3144
2426,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,FUR-TA-10002645,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Hon Rectangular Conference Tables,273.06,2,0.4,-104.673
2547,CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,FUR-BO-10001337,"{'MainCategory': 'Furniture', 'SubCategory': 'Bookcases'}",O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,1,0.15,-6.049
294,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592
5942,CA-2017-112431,10/12/2017,10/14/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000940,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Newell 343,5.88,2,0,1.5876
5572,CA-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001033,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1893,98.376,3,0.2,35.6613
5377,CA-2017-134152,5/27/2017,5/31/2017,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10004062,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Staples in misc. colors,31.44,3,0,7.86
6209,CA-2017-148138,9/29/2017,10/3/2017,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Marion,Ohio,43302,East,OFF-ST-10000563,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2,0.2,-6.396
118,CA-2015-110457,3/2/2015,3/6/2015,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Hon Racetrack Conference Tables,787.53,3,0,165.3813
5645,CA-2017-120719,3/23/2017,3/26/2017,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98105,West,OFF-BI-10002103,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",34.76,5,0.2,11.297
347,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.0996
5314,CA-2017-137876,4/30/2017,5/5/2017,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000222,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Seth Thomas 16"" Steel Case Clock",64.96,2,0,21.4368
1972,CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395
8704,CA-2015-133494,3/1/2015,3/5/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10002906,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444
3053,US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,OFF-PA-10001295,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112
1292,CA-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10003172,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1996,32.4,5,0,15.552
6246,CA-2015-112305,11/20/2015,11/25/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,FUR-FU-10002364,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0,6.4206
1297,CA-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533,West,OFF-BI-10002103,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188
3161,US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Wilson Jones Impact Binders,5.18,5,0.8,-8.029
8336,CA-2017-161655,5/13/2017,5/18/2017,Second Class,CW-11905,Carl Weiss,Home Office,United States,Newark,Delaware,19711,East,OFF-BI-10002082,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Twin Loop Wire Binding Elements,299.52,9,0,149.76
357,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}","Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0,6.9864
1030,CA-2014-163552,7/11/2014,7/15/2014,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,TEC-PH-10003885,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Cisco SPA508G,197.97,3,0,57.4113
3598,CA-2014-102869,9/9/2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.704,6,0.2,-4.8528
6851,US-2016-100461,1/8/2016,1/12/2016,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-BO-10002545,"{'MainCategory': 'Furniture', 'SubCategory': 'Bookcases'}","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1565.88,6,0,407.1288
7687,CA-2016-169838,11/25/2016,11/29/2016,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,49201,Central,FUR-TA-10001095,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Chromcraft Round Conference Tables,1568.61,9,0,329.4081
6264,CA-2017-160724,5/5/2017,5/10/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004965,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.525
7347,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10001958,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584,1,0.2,1.3584
4069,CA-2014-102673,11/1/2014,11/5/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-PH-10004434,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,9,0.2,110.1195
9391,CA-2015-163734,6/19/2015,6/24/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Houston,Texas,77070,Central,OFF-ST-10003692,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.3075
4911,CA-2017-127306,1/14/2017,1/18/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1931,36.288,7,0.2,12.7008
567,CA-2017-156951,10/1/2017,10/8/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Personal Creations Ink Jet Cards and Labels,91.84,8,0,45.0016
6519,US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10001205,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Belkin 5 Outlet SurgeMaster Power Centers,108.96,2,0,30.5088
1127,US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}",Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0,224.2674
4140,CA-2017-127313,12/1/2017,12/4/2017,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10001228,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Personal File Boxes with Fold-Down Carry Handle,37.392,3,0.2,2.337
6225,CA-2017-140627,12/23/2017,12/27/2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Safco Industrial Wire Shelving System,218.352,3,0.2,-54.588
4295,CA-2017-101581,10/22/2017,10/27/2017,Standard Class,DW-13195,David Wiener,Corporate,United States,Redmond,Oregon,97756,West,FUR-TA-10002607,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",KI Conference Tables,177.225,5,0.5,-120.513
7952,CA-2015-145814,11/19/2015,11/24/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003196,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Accohide Poly Flexible Ring Binders,5.984,2,0.2,2.244
8539,CA-2015-157343,6/7/2015,6/11/2015,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003183,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002
156,CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}","Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
4602,CA-2015-146948,7/16/2015,7/20/2015,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,OFF-FA-10001332,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Fasteners'}","Acco Banker's Clasps, 5 3/4""-Long",11.52,4,0,5.4144
7763,CA-2017-156391,9/26/2017,9/28/2017,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Salem,Oregon,97301,West,OFF-AR-10003251,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Prang Drawing Pencil Set,2.224,1,0.2,0.556
3322,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,OFF-PA-10002689,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5,0.2,9.072
8939,CA-2015-134117,12/17/2015,12/19/2015,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001940,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}","Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4,5,0,7.052
8259,CA-2017-152310,8/12/2017,8/19/2017,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004308,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Avery Legal 4-Ring Binder,100.704,6,0.2,37.764
2508,CA-2015-120397,7/2/2015,7/2/2015,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001293,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Belkin 8 Outlet Surge Protector,32.784,4,0.8,-85.2384
5789,CA-2017-115070,4/10/2017,4/14/2017,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10003829,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Stackable Trays,12.32,5,0.2,1.848
9349,CA-2016-114860,12/22/2016,12/28/2016,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Moreno Valley,California,92553,West,FUR-FU-10000277,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72,8,0,202.2528
308,CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.868
8230,CA-2016-123050,4/4/2016,4/8/2016,Second Class,BC-11125,Becky Castell,Home Office,United States,Troy,New York,12180,East,TEC-AC-10001109,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Logitech Trackman Marble Mouse,89.97,3,0,37.7874
3323,CA-2015-120810,7/23/2015,7/27/2015,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,East,OFF-AP-10002892,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Belkin F5C206VTEL 6 Outlet Surge,68.94,3,0,20.682
3958,CA-2016-156573,5/29/2016,6/2/2016,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,OFF-BI-10002414,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC ProClick Spines for 32-Hole Punch,11.277,3,0.7,-8.6457
720,CA-2014-104472,6/2/2014,6/7/2014,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Aluminum Document Frame,73.32,6,0,21.996
8067,CA-2016-132997,11/7/2016,11/9/2016,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10004318,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Ibico EB-19 Dual Function Manual Binding System,276.784,2,0.2,89.9548
5911,US-2016-113985,12/2/2016,12/7/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10000632,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Satellite Sectional Post Binders,104.184,3,0.2,33.8598
5338,CA-2017-111577,10/16/2017,10/21/2017,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000062,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Green Bar Computer Printout Paper,307.776,7,0.2,111.5688
4862,CA-2014-138940,4/11/2014,4/16/2014,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745,Central,TEC-PH-10001835,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,6,0.2,265.4232
6162,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-LA-10000443,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 501,11.808,4,0.2,3.9852
4969,CA-2015-122406,8/2/2015,8/5/2015,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-AC-10004571,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Logitech G700s Rechargeable Gaming Mouse,199.98,2,0,83.9916
4545,CA-2015-126557,7/12/2015,7/17/2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10003505,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Geemarc AmpliPOWER60,148.48,2,0.2,16.704
6380,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708,East,OFF-ST-10003692,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Recycled Steel Personal File for Hanging File Folders,286.15,5,0,71.5375
604,CA-2014-149958,3/15/2014,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001756,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
8223,CA-2014-152905,2/18/2014,2/24/2014,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000321,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Akro Stacking Bins,12.624,2,0.2,-2.5248
6407,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,OFF-ST-10002370,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}","Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,0,43.4217
3943,CA-2017-160458,5/27/2017,5/29/2017,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10001166,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 2,25.92,5,0.2,9.072
4823,CA-2016-134222,7/10/2016,7/11/2016,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848
9842,US-2016-125402,9/25/2016,10/1/2016,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Long Beach,California,90805,West,OFF-AR-10002255,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Newell 346,5.76,2,0,1.6704
8494,CA-2015-109190,10/23/2015,10/28/2015,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,TEC-CO-10001943,"{'MainCategory': 'Technology', 'SubCategory': 'Copiers'}",Canon PC-428 Personal Copier,479.976,3,0.2,161.9919
7202,CA-2016-104276,11/27/2016,12/3/2016,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10001039,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",KI Adjustable-Height Table,331.023,7,0.45,-114.3534
380,CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Akro-Mils 12-Gallon Tote,23.832,3,0.2,2.6811
